City,Date,Day_of_Week,Latitude,Longitude,Ride_Distance_KM,Ride_Type,Weather,Event,Payment_Type,Available_Drivers,Demand_Level,Surge_Multiplier,Final_Fare,Hour_of_Day,Is_Weekend,Driver_Performance_Score,Driver_XP,Ride_Priority,Fare_Acceptance,Cancellation_Rate,Time_of_Day,Demand_Score,Driver_Availability,Traffic_Delay,Cancellation_Probability,Driver_Trust_Score,Rider_Trust_Score,Leaderboard_Rank
Mumbai,25-02-2025,1,19.07059606,72.88472772,17.81,Luxury,Stormy,None,Card,0.285774,0.688508,1.6,405.95,2,0,93.52,723,94.86,0.854935,0.02,Morning Peak,85,90,10,0.3,100,100,Below Average
Hyderabad,18-12-2024,2,17.35435661,78.4463382,10.67,Economy,Stormy,None,Cash,0.556072,0.929785,1.56,199.73,16,0,98.46,912,98.62,0.713834,0.01,Morning Peak,85,87,10,0.3,100,80,Below Average
Hyderabad,17-02-2025,0,17.40813773,78.53178389,18.3,Economy,Cloudy,None,UPI,0.83039,0.566807,1,196.7,1,0,97.64,797,95.95,0.884025,0.08,Afternoon,50,53,0,0.1,70.1,35,Below Average
Hyderabad,03-08-2024,5,17.39095763,78.47293891,6.36,Economy,Rainy,None,Cash,0.534724,0.886899,1.53,136.54,0,1,92.75,805,94.62,0.984088,0.01,Morning Peak,85,76,10,0.3,100,90,Below Average
Delhi,05-06-2024,2,28.69416793,77.09865409,11.33,Premium,Cloudy,None,Card,0.469925,0.965227,1.74,258.04,13,0,80.53,569,83.67,0.999293,0.09,Morning Peak,65,91,10,0.1,100,100,Below Average
Mumbai,02-02-2025,6,19.09164291,72.83348658,9.59,Premium,Rainy,IPL Match,Cash,0.65482,0.592395,1,155.08,20,1,98.59,614,96.91,0.957329,0.07,Afternoon,100,73,15,0.3,100,30,Below Average
Mumbai,19-08-2024,0,19.08338941,72.83526052,18.11,Premium,Rainy,None,Cash,0.607498,0.933863,1.49,383.41,4,0,90.96,500,92.17,0.767388,0.05,Morning Peak,85,79,10,0.3,100,35,Below Average
Mumbai,06-03-2025,3,19.12314384,72.82935269,10.81,Premium,Cloudy,IPL Match,Cash,0.504078,0.899028,1.59,269.85,10,0,99.88,965,99.32,0.919445,0.02,Night,80,68,15,0.1,100,0,Below Average
Mumbai,16-02-2025,6,19.02923149,72.89569729,13.97,Economy,Stormy,IPL Match,Card,0.226935,0.426284,1.3,269.93,9,1,98.41,509,96.79,0.832607,0.07,Evening Peak,100,34,25,0.3,100,100,Below Average
Chennai,05-06-2024,2,13.12570093,80.23228037,18.76,Luxury,Rainy,Political Rally,Cash,0.694424,0.839491,1.22,288.36,0,0,97.91,812,96.14,0.727973,0.08,Evening Peak,100,82,25,0.3,100,100,Below Average
Delhi,21-09-2024,5,28.71700006,77.13916588,11.08,Premium,Rainy,IPL Match,UPI,0.24685,0.717191,1.71,249.32,19,1,90.03,859,90.62,0.806717,0.08,Morning Peak,100,98,25,0.3,100,35,Below Average
Bangalore,24-05-2024,4,12.97141048,77.64073072,12.07,Luxury,Stormy,None,Cash,0.761412,0.869165,1.16,226.1,19,0,91.73,992,91.51,0.892346,0.09,Afternoon,70,66,0,0.5,100,100,Below Average
Bangalore,06-02-2025,3,12.95179065,77.55030136,4.34,Premium,Clear,None,Cash,0.335668,0.626006,1.44,135.96,13,0,80.03,809,84.22,0.949013,0.06,Afternoon,50,35,0,0.2,100,100,Below Average
Bangalore,21-07-2024,6,13.01766113,77.54793635,19.33,Luxury,Clear,Concert,UPI,0.239922,0.877883,1.96,567.01,3,1,96.6,542,94.62,0.711728,0.1,Morning Peak,95,87,25,0.1,100,10,Below Average
Chennai,31-10-2024,3,13.11073825,80.29338381,13.41,Economy,Rainy,IPL Match,Cash,0.75054,0.629318,1,177.51,15,0,92.1,525,92.07,0.921923,0.08,Morning Peak,100,89,25,0.3,100,60,Below Average
Bangalore,11-06-2024,1,13.01809154,77.6330494,7.11,Luxury,Clear,None,UPI,0.487856,0.725885,1.36,177.38,23,0,87.56,734,88.59,0.803767,0.09,Evening Peak,65,77,10,0.1,100,100,Below Average
Hyderabad,23-12-2024,0,17.35663729,78.45430134,0.68,Luxury,Stormy,Concert,Cash,0.875794,0.768963,1,38.12,15,0,86.37,520,87.76,0.928711,0.09,Night,100,68,15,0.3,100,0,Below Average
Chennai,23-09-2024,0,13.0558623,80.26716032,16.08,Economy,Clear,None,Cash,0.676843,0.920633,1.37,283.43,23,0,80.92,899,85.14,0.905021,0.05,Evening Peak,65,68,10,0.1,100,0,Below Average
Delhi,19-10-2024,5,28.66032366,77.09570805,0.79,Luxury,Cloudy,IPL Match,UPI,0.979396,0.748687,1,42.9,8,1,90.58,620,90.71,0.775349,0.09,Night,80,38,15,0.2,100,0,Below Average
Chennai,26-03-2024,1,13.10783657,80.22247404,15.39,Economy,Clear,IPL Match,UPI,0.406433,0.506638,1.15,229.18,13,0,91.51,535,91.66,0.920952,0.08,Evening Peak,95,44,25,0.2,100,15,Below Average
Delhi,08-11-2024,4,28.71469974,77.05543744,10.65,Premium,Stormy,IPL Match,UPI,0.730195,0.713285,1,141.5,23,0,81.27,898,85.09,0.713477,0.06,Evening Peak,100,89,25,0.3,100,100,Below Average
Hyderabad,12-05-2024,6,17.3524305,78.49280727,16.4,Luxury,Clear,Festival,Cash,0.9873,0.977685,1,179.6,3,1,93.79,864,95.05,0.883645,0.02,Morning Peak,95,44,25,0.2,100,95,Below Average
Delhi,11-05-2024,5,28.67209258,77.07711445,14.78,Economy,Rainy,Festival,UPI,0.474328,0.909693,1.65,301.62,13,1,98.83,593,99.18,0.78879,0,Night,100,59,15,0.3,100,0,Top Leaderboard
Mumbai,31-01-2025,4,19.10680846,72.89433975,14.29,Luxury,Rainy,None,UPI,0.244391,0.442103,1.3,274.92,4,0,94.94,817,94.66,0.891368,0.06,Afternoon,70,44,0,0.5,100,100,Below Average
Bangalore,25-05-2024,5,12.9445355,77.64336213,4.87,Premium,Cloudy,Concert,UPI,0.731255,0.754573,1.03,104.35,22,1,82.11,545,86.28,0.9401,0.04,Evening Peak,95,50,25,0.2,100,100,Below Average
Chennai,07-05-2024,1,13.08191635,80.25803675,14.43,Economy,Stormy,Political Rally,Cash,0.739929,0.581922,1,188.73,3,0,87.77,634,90.24,0.993993,0.04,Night,100,72,15,0.3,100,0,Below Average
Bangalore,01-05-2024,2,12.96580159,77.60255587,1.88,Economy,Rainy,None,Cash,0.217499,0.60046,1.57,98.03,20,0,87.97,518,88.58,0.782157,0.1,Night,70,46,0,0.5,12.2,0,Below Average
Delhi,04-02-2025,1,28.65663662,77.11990283,18.06,Economy,Clear,Festival,Card,0.444759,0.823411,1.57,338.49,6,0,85.33,925,88.23,0.738039,0.05,Morning Peak,95,87,25,0.1,100,100,Below Average
Hyderabad,17-06-2024,0,17.41586027,78.4502653,14.33,Economy,Clear,Political Rally,UPI,0.264778,0.673446,1.61,259.16,20,0,97.97,661,97.68,0.973759,0.03,Evening Peak,95,39,25,0.2,100,100,Below Average
Chennai,21-12-2024,5,13.0832269,80.31625254,0.95,Premium,Stormy,Political Rally,Cash,0.656079,0.933816,1.42,57.44,6,1,98.84,759,97.99,0.89626,0.04,Morning Peak,100,73,25,0.3,100,100,Below Average
Bangalore,27-05-2024,0,12.9896075,77.56893176,15.44,Premium,Cloudy,IPL Match,UPI,0.848727,0.661017,1,238.72,1,0,94.24,942,93.27,0.818455,0.09,Afternoon,80,46,15,0.2,89.3,25,Below Average
Bangalore,26-11-2024,1,12.9451249,77.5782522,8.09,Luxury,Rainy,Concert,Card,0.293216,0.598857,1.46,209.03,13,0,90.47,532,91.53,0.843416,0.06,Morning Peak,100,63,25,0.3,100,100,Below Average
Hyderabad,26-12-2024,3,17.3963867,78.51091764,8.77,Luxury,Cloudy,Concert,Card,0.619333,0.435898,1,110.93,14,0,96.23,993,96.46,0.948223,0.03,Night,80,39,15,0.2,100,100,Below Average
Chennai,25-06-2024,1,13.12195508,80.28954203,9.49,Economy,Cloudy,Concert,UPI,0.781471,0.950123,1.25,167.99,13,0,87.89,557,90.02,0.808656,0.05,Evening Peak,95,89,25,0.1,100,55,Below Average
Delhi,31-07-2024,2,28.71683455,77.06672381,6.48,Luxury,Cloudy,IPL Match,UPI,0.891487,0.933708,1.06,105.79,3,0,80.75,863,85.32,0.973872,0.04,Evening Peak,95,67,25,0.1,100,45,Below Average
Hyderabad,13-06-2024,3,17.41440382,78.53354597,16.44,Luxury,Stormy,Concert,Cash,0.946097,0.472433,1,179.96,17,0,94.17,614,95.32,0.889421,0.02,Night,100,66,15,0.3,100,100,Below Average
Mumbai,17-07-2024,2,19.10834445,72.8320374,4.83,Premium,Rainy,Political Rally,Cash,0.579707,0.950704,1.56,152.82,11,0,82.56,737,87.49,0.752286,0.01,Afternoon,100,38,15,0.3,100,0,Below Average
Mumbai,13-08-2024,1,19.10105098,72.92215933,15.24,Premium,Cloudy,Political Rally,UPI,0.936942,0.718065,1,222.88,22,0,97.78,943,96.05,0.97346,0.08,Morning Peak,95,86,25,0.1,100,100,Below Average
Bangalore,13-05-2024,0,12.96697904,77.59537504,17.3,Economy,Stormy,Political Rally,Cash,0.539762,0.937506,1.6,420.64,9,0,83.15,945,86.41,0.710856,0.06,Afternoon,100,37,15,0.3,100,55,Below Average
Mumbai,02-12-2024,0,19.05067749,72.85268631,5.27,Luxury,Rainy,IPL Match,Cash,0.826115,0.749491,1,103.24,23,0,85.23,979,88.46,0.903194,0.04,Evening Peak,100,62,25,0.3,100,100,Below Average
Chennai,13-03-2025,3,13.07026325,80.26771843,14.09,Economy,Cloudy,Political Rally,Cash,0.810713,0.627854,1,184.99,13,0,91.08,899,92.56,0.935164,0.04,Morning Peak,95,33,25,0.2,100,100,Below Average
Mumbai,02-10-2024,2,19.05993735,72.88564793,0.79,Premium,Cloudy,None,Card,0.705874,0.765458,1.09,53.93,22,0,93.45,903,95.11,0.728794,0.01,Evening Peak,65,64,10,0.1,100,0,Below Average
Mumbai,10-02-2025,0,19.06701571,72.90764635,8.92,Premium,Clear,Festival,Cash,0.666297,0.878996,1.32,194.09,20,0,87.55,830,88.58,0.990661,0.09,Morning Peak,95,87,25,0.1,100,45,Below Average
Delhi,31-05-2024,4,28.72639852,77.06382814,4.14,Economy,Stormy,Festival,UPI,0.859484,0.806953,1,76.4,0,0,94.19,914,94.13,0.751461,0.06,Afternoon,100,49,15,0.3,100,100,Below Average
Mumbai,29-03-2024,4,19.09817814,72.87442247,5.94,Luxury,Stormy,None,Cash,0.968872,0.445045,1,111.28,4,0,99.95,537,99.37,0.927795,0.02,Night,70,44,0,0.5,100,100,Below Average
Delhi,25-02-2025,1,28.70912579,77.0572739,19.72,Premium,Clear,None,Cash,0.810747,0.746277,1,232.2,10,0,93.04,585,92.43,0.78818,0.09,Evening Peak,65,82,10,0.1,26.6,0,Below Average
Delhi,09-02-2025,6,28.73995515,77.13160745,14.82,Premium,Rainy,Concert,UPI,0.219538,0.551074,1.5,274.8,21,1,97.59,845,96.81,0.792061,0.05,Night,100,67,15,0.3,100,0,Below Average
Bangalore,17-07-2024,2,13.00469787,77.54498149,16.01,Luxury,Clear,Concert,Card,0.494373,0.914145,1.63,401.19,7,0,84.73,847,88.71,0.832383,0.02,Night,80,65,15,0.1,87.3,35,Below Average
Mumbai,11-12-2024,2,19.039799,72.84669887,13.86,Economy,Cloudy,Political Rally,Cash,0.231855,0.833732,1.9,392.01,17,0,82.85,700,87.09,0.700994,0.03,Night,80,94,15,0.1,0,0,Below Average
Mumbai,02-05-2024,3,19.09811279,72.91760987,14.6,Luxury,Stormy,IPL Match,UPI,0.510291,0.577905,1.1,236.72,1,0,96.37,877,96.86,0.922366,0.02,Night,100,39,15,0.3,100,30,Below Average
Hyderabad,30-04-2024,1,17.4244957,78.48369498,15.43,Premium,Rainy,Festival,Cash,0.966699,0.837766,1,170.87,1,0,97.88,968,97.32,0.957665,0.04,Morning Peak,100,74,25,0.3,100,100,Below Average
Hyderabad,08-03-2025,5,17.37311421,78.52721805,4.23,Economy,Cloudy,Festival,Cash,0.444754,0.847578,1.6,112.11,2,1,98.96,722,97.77,0.972186,0.05,Morning Peak,95,81,25,0.1,100,100,Below Average
Delhi,07-08-2024,2,28.67924245,77.1297553,15.08,Premium,Stormy,IPL Match,Cash,0.963469,0.879176,1,185.8,10,0,80.39,963,85.97,0.911557,0.01,Morning Peak,100,34,25,0.3,100,100,Below Average
Delhi,17-12-2024,1,28.65628936,77.1113195,13.3,Luxury,Clear,Festival,Card,0.591637,0.911013,1.48,248.64,11,0,96.86,831,95.1,0.796268,0.09,Afternoon,80,51,15,0.1,100,100,Below Average
Hyderabad,25-06-2024,1,17.38995759,78.46452867,16.24,Economy,Stormy,IPL Match,Cash,0.450728,0.566247,1.17,208.45,10,0,88.76,612,90.03,0.869817,0.07,Morning Peak,100,31,25,0.3,100,0,Below Average
Mumbai,16-09-2024,0,19.1214792,72.89367494,18.08,Economy,Stormy,Political Rally,Card,0.460525,0.904044,1.67,429.12,12,0,97.45,655,97.31,0.979663,0.03,Night,100,54,15,0.3,100,55,Below Average
Delhi,01-10-2024,1,28.67557924,77.05997867,16.2,Premium,Stormy,Concert,Cash,0.687843,0.629853,1,197,15,0,82.98,544,87.79,0.955905,0.01,Afternoon,100,90,15,0.3,100,100,Below Average
Mumbai,18-05-2024,5,19.07864494,72.87098061,4.18,Luxury,Rainy,Festival,Card,0.386606,0.988328,1.9,171.3,20,1,94.42,517,94.59,0.731941,0.05,Afternoon,100,63,15,0.3,100,50,Below Average
Bangalore,30-01-2025,3,12.96539112,77.62944477,18.44,Premium,Cloudy,Political Rally,Card,0.483408,0.474849,1,277.72,3,0,90.38,511,92.07,0.760662,0.04,Night,80,37,15,0.2,45.8,35,Below Average
Delhi,14-07-2024,6,28.67013369,77.05744983,5.85,Premium,Clear,Political Rally,Card,0.296044,0.904596,1.91,178.58,18,1,96.56,839,95.79,0.973394,0.06,Evening Peak,95,35,25,0.2,100,100,Below Average
Delhi,31-10-2024,3,28.70170978,77.07659716,2.34,Premium,Rainy,Festival,Cash,0.748587,0.445812,1,58.4,3,0,90.41,730,92.99,0.853216,0.01,Evening Peak,100,97,25,0.3,100,100,Below Average
Mumbai,26-11-2024,1,19.04743529,72.91784322,6.78,Economy,Rainy,Political Rally,Card,0.505086,0.961274,1.68,203.88,19,0,82.87,895,87.71,0.899912,0.01,Afternoon,100,31,15,0.3,100,100,Below Average
Bangalore,26-10-2024,5,12.93156638,77.58680576,8.33,Economy,Stormy,Political Rally,Cash,0.829871,0.794541,1,146.29,11,1,98.36,959,98.55,0.957046,0.01,Morning Peak,100,56,25,0.3,100,0,Below Average
Mumbai,17-12-2024,1,19.09031879,72.9120168,1.74,Premium,Cloudy,Festival,Cash,0.915469,0.429315,1,60.88,5,0,87.26,554,90.78,0.934965,0.01,Night,80,90,15,0.1,100,45,Below Average
Delhi,17-11-2024,6,28.65993582,77.05998848,3.94,Luxury,Rainy,None,UPI,0.99277,0.824696,1,74.4,8,1,90.89,795,92.72,0.859559,0.03,Morning Peak,85,46,10,0.3,100,10,Below Average
Mumbai,13-09-2024,4,19.12257687,72.84081002,10.33,Premium,Cloudy,None,UPI,0.347635,0.764122,1.62,265.62,3,0,99.59,692,98.81,0.959167,0.03,Night,50,69,0,0.1,100,0,Below Average
Mumbai,22-09-2024,6,19.06880243,72.86947305,17.6,Premium,Cloudy,Concert,Card,0.756246,0.605196,1,251.2,16,1,89.55,634,92.69,0.972408,0,Afternoon,80,51,15,0.1,100,100,Average
Mumbai,25-07-2024,3,19.0648172,72.84099971,16.31,Luxury,Cloudy,IPL Match,Cash,0.934239,0.98473,1.08,254.58,21,0,93.56,826,95.19,0.917232,0.01,Morning Peak,95,79,25,0.1,100,0,Below Average
Hyderabad,12-09-2024,3,17.36908299,78.44918816,6.48,Premium,Cloudy,Political Rally,UPI,0.362131,0.871772,1.76,158.96,16,0,90.69,611,93.18,0.976556,0.01,Night,80,34,15,0.2,100,15,Below Average
Delhi,13-09-2024,4,28.70427998,77.12935995,2.83,Premium,Stormy,IPL Match,UPI,0.34071,0.970091,1.94,122.8,20,0,81.46,680,86.12,0.7525,0.03,Night,100,53,15,0.3,100,0,Below Average
Mumbai,13-04-2024,5,19.04702492,72.90572164,13.67,Economy,Cloudy,Concert,Card,0.896693,0.425516,1,204.04,9,1,94.36,572,93.35,0.935099,0.09,Night,80,47,15,0.2,100,100,Below Average
Mumbai,16-11-2024,5,19.05728636,72.89793375,2.38,Premium,Stormy,None,UPI,0.614962,0.43348,1,68.56,22,1,88.85,877,91.59,0.718933,0.02,Afternoon,70,53,0,0.5,100,100,Below Average
Hyderabad,24-12-2024,1,17.41694346,78.45364952,18.6,Luxury,Rainy,IPL Match,Cash,0.723273,0.836709,1.17,233.3,6,0,82.78,895,85.85,0.857582,0.07,Night,100,91,15,0.3,100,20,Below Average
Delhi,20-10-2024,6,28.6873921,77.11301945,18.2,Premium,Stormy,Political Rally,Card,0.327993,0.883725,1.83,397.11,16,1,83.4,964,86.88,0.835383,0.05,Morning Peak,100,52,25,0.3,100,100,Below Average
Delhi,20-04-2024,5,28.65758726,77.12722029,18.33,Premium,Stormy,IPL Match,Card,0.862836,0.874989,1.02,222.67,5,1,89.69,620,89.78,0.746466,0.1,Evening Peak,100,54,25,0.3,100,100,Below Average
Hyderabad,12-09-2024,3,17.36041019,78.45038341,10.09,Economy,Cloudy,Concert,UPI,0.893559,0.60415,1,122.81,16,0,94.13,927,93.19,0.805629,0.09,Morning Peak,95,56,25,0.1,100,100,Below Average
Delhi,27-03-2024,2,28.70002752,77.12664077,11.33,Premium,Cloudy,IPL Match,Cash,0.576212,0.614523,1.06,157.2,15,0,91.3,884,93.91,0.914681,0,Afternoon,80,73,15,0.1,100,0,Average
Hyderabad,13-03-2025,3,17.41572375,78.50996895,17.15,Luxury,Rainy,Concert,Card,0.880333,0.407502,1,186.35,5,0,95.44,885,95.91,0.965228,0.03,Evening Peak,100,59,25,0.3,100,100,Below Average
Bangalore,15-09-2024,6,12.99635154,77.62165827,3.41,Premium,Cloudy,IPL Match,Card,0.259038,0.95564,2.04,167.95,7,1,91.26,596,91.18,0.928535,0.09,Morning Peak,95,92,25,0.1,64.5,70,Below Average
Chennai,16-06-2024,6,13.12959539,80.22942158,1.31,Premium,Rainy,Festival,Cash,0.385025,0.48009,1.14,50.63,17,1,95.57,928,96.3,0.803349,0.02,Morning Peak,100,72,25,0.3,100,0,Below Average
Mumbai,20-12-2024,4,19.08261674,72.87929498,6.5,Economy,Cloudy,Concert,Card,0.241245,0.674422,1.65,194.7,15,0,91.28,598,91.8,0.804848,0.07,Morning Peak,95,89,25,0.1,100,100,Below Average
Chennai,31-03-2024,6,13.09118799,80.26347071,14.3,Premium,Rainy,Concert,Cash,0.351425,0.659204,1.46,273.46,13,1,80.99,774,84.29,0.931666,0.08,Afternoon,100,36,15,0.3,100,0,Below Average
Hyderabad,08-04-2024,0,17.40222967,78.49801711,13.2,Luxury,Cloudy,IPL Match,UPI,0.574069,0.486812,1,150.8,7,0,80.16,694,86.11,0.987222,0,Afternoon,80,78,15,0.1,100,100,Below Average
Mumbai,09-05-2024,3,19.0681722,72.89151916,5.44,Premium,Cloudy,None,Cash,0.230448,0.643742,1.62,170.55,6,0,83.2,636,86.44,0.736491,0.06,Morning Peak,65,70,10,0.1,100,25,Below Average
Bangalore,12-06-2024,2,12.97868007,77.59699606,19.63,Luxury,Rainy,Concert,UPI,0.628579,0.610156,1,293.19,7,0,91.09,731,93.46,0.850286,0.01,Night,100,60,15,0.3,100,100,Below Average
Bangalore,05-09-2024,3,12.98867845,77.5938048,19.69,Premium,Stormy,None,UPI,0.502684,0.972235,1.7,499.75,9,0,92.7,615,93.09,0.874422,0.06,Afternoon,70,83,0,0.5,100,100,Below Average
Mumbai,07-09-2024,5,19.05015845,72.86007101,16.5,Luxury,Clear,IPL Match,Cash,0.36143,0.951788,1.89,449.82,6,1,98.02,708,96.81,0.847015,0.06,Morning Peak,95,97,25,0.1,100,50,Below Average
Chennai,04-04-2024,3,13.0927446,80.26666385,13.65,Luxury,Cloudy,Festival,Cash,0.701229,0.494312,1,180.15,19,0,88.16,822,88.71,0.827655,0.1,Night,80,89,15,0.1,0,45,Below Average
Bangalore,14-08-2024,2,12.94016373,77.62291178,4.67,Luxury,Clear,Political Rally,Card,0.698287,0.590805,1,98.71,11,0,86.69,890,90.38,0.805821,0.01,Evening Peak,95,48,25,0.2,100,60,Below Average
Hyderabad,23-04-2024,1,17.35467977,78.46441779,7.63,Economy,Cloudy,Concert,Cash,0.448671,0.565492,1.18,118.79,7,0,96.24,864,96.17,0.728772,0.04,Afternoon,80,77,15,0.1,100,80,Below Average
Bangalore,02-07-2024,1,12.99517627,77.600904,8.91,Premium,Cloudy,Political Rally,Card,0.369926,0.416516,1.07,164.6,4,0,97.36,984,96.95,0.924082,0.04,Evening Peak,95,87,25,0.1,100,25,Below Average
Mumbai,08-11-2024,4,19.12133247,72.89463594,15.34,Luxury,Clear,Political Rally,Card,0.373367,0.697311,1.49,333.88,16,0,90.67,822,91.67,0.861944,0.06,Morning Peak,95,99,25,0.1,100,45,Below Average
Hyderabad,21-12-2024,5,17.4160374,78.5331639,18.18,Premium,Cloudy,IPL Match,UPI,0.777269,0.591107,1,195.62,14,1,94.58,710,94.11,0.824133,0.07,Night,80,50,15,0.2,100,100,Below Average
Chennai,10-06-2024,0,13.051652,80.2951117,19.16,Economy,Stormy,IPL Match,Card,0.465283,0.428079,1,240.76,7,0,86.46,607,88.42,0.916718,0.07,Afternoon,100,42,15,0.3,100,30,Below Average
Hyderabad,17-09-2024,1,17.34371674,78.53002998,16.06,Premium,Clear,Political Rally,Card,0.909291,0.723169,1,176.54,11,0,97.52,664,97.96,0.727948,0.01,Evening Peak,95,32,25,0.2,100,100,Below Average
Bangalore,23-05-2024,3,12.96023313,77.60950501,18.35,Premium,Clear,Concert,UPI,0.95045,0.849254,1,276.55,17,0,85.92,687,87.44,0.702931,0.09,Afternoon,80,60,15,0.1,100,0,Below Average
Delhi,05-07-2024,4,28.72459183,77.08551269,12.86,Luxury,Cloudy,Concert,Card,0.871486,0.867418,1,163.6,10,0,98.84,787,96.49,0.842298,0.09,Afternoon,80,33,15,0.2,100,100,Below Average
Hyderabad,22-08-2024,3,17.37780265,78.51799969,1.38,Luxury,Clear,Festival,Card,0.255632,0.782897,1.79,79.51,16,0,80.1,721,85.77,0.963658,0.01,Afternoon,80,45,15,0.2,100,0,Below Average
Chennai,30-01-2025,3,13.06139387,80.22691092,14.98,Premium,Cloudy,Political Rally,Card,0.4025,0.419136,1.02,198.68,7,0,92.57,929,93.9,0.967987,0.03,Morning Peak,95,84,25,0.1,100,15,Below Average
Hyderabad,30-11-2024,5,17.39242705,78.49169218,14.65,Economy,Stormy,IPL Match,Card,0.817494,0.583086,1,163.85,21,1,97.14,804,95.6,0.982197,0.08,Morning Peak,100,74,25,0.3,100,100,Below Average
Delhi,29-10-2024,1,28.66923728,77.1248954,5.39,Premium,Cloudy,Political Rally,Cash,0.40326,0.993676,1.89,168.02,6,0,88.02,1000,90.41,0.826417,0.04,Night,80,90,15,0.1,100,0,Below Average
Hyderabad,29-01-2025,2,17.39719358,78.44099825,15.58,Luxury,Stormy,None,UPI,0.705938,0.818455,1.17,201.5,3,0,92.27,663,93.99,0.756187,0.02,Evening Peak,85,39,10,0.3,100,0,Below Average
Chennai,14-04-2024,6,13.07372382,80.29012744,4.53,Economy,Stormy,Political Rally,UPI,0.45219,0.517524,1.1,87.81,15,1,98.76,825,98.83,0.769746,0.01,Afternoon,100,95,15,0.3,100,65,Below Average
Hyderabad,20-04-2024,5,17.38425368,78.50176377,14.52,Luxury,Stormy,None,Card,0.519943,0.918369,1.6,260.29,4,1,97.84,718,96.69,0.981183,0.06,Evening Peak,85,38,10,0.3,100,5,Below Average
Mumbai,08-02-2025,5,19.12356606,72.84402111,12.03,Economy,Cloudy,Political Rally,UPI,0.539228,0.587575,1.07,197.27,18,1,96.7,888,97.39,0.762584,0.01,Evening Peak,95,81,25,0.1,100,0,Below Average
Chennai,07-09-2024,5,13.06952842,80.24157261,17.45,Economy,Stormy,Festival,UPI,0.354469,0.830336,1.71,379.53,22,1,98.29,511,98.8,0.916086,0,Evening Peak,100,64,25,0.3,100,100,Top Leaderboard
Delhi,09-11-2024,5,28.66025213,77.09618954,6.38,Premium,Rainy,None,Cash,0.623551,0.555573,1,98.8,15,1,98.03,792,97.12,0.790468,0.05,Evening Peak,85,55,10,0.3,100,35,Below Average
Chennai,15-07-2024,0,13.12939495,80.30562694,18.41,Economy,Cloudy,Concert,Card,0.941262,0.585883,1,232.51,14,0,86.61,975,90.33,0.886753,0.01,Morning Peak,95,73,25,0.1,100,100,Below Average
Mumbai,26-01-2025,6,19.0299663,72.8434895,6.69,Premium,Rainy,None,Card,0.732185,0.962057,1.34,161.18,19,1,96.95,686,96.96,0.883463,0.03,Evening Peak,85,35,10,0.3,100,95,Below Average
Delhi,11-08-2024,6,28.6590147,77.07580947,19.82,Luxury,Stormy,Political Rally,Cash,0.440095,0.553328,1.17,272.84,20,1,87.08,725,88.86,0.768028,0.07,Morning Peak,100,87,25,0.3,100,100,Below Average
Chennai,29-11-2024,4,13.03833661,80.31843033,2.02,Luxury,Rainy,Political Rally,Cash,0.943943,0.842519,1,52.22,3,0,87.4,672,90.28,0.801673,0.03,Night,100,92,15,0.3,100,100,Below Average
Delhi,06-06-2024,3,28.73515335,77.08871857,7.29,Luxury,Clear,Political Rally,Cash,0.595427,0.68442,1.13,121.93,5,0,80.17,535,84.02,0.843506,0.07,Afternoon,80,59,15,0.1,100,100,Below Average
Mumbai,31-08-2024,5,19.05459089,72.89822838,4.7,Luxury,Cloudy,None,Cash,0.377616,0.8379,1.69,162.92,19,1,95.04,537,95.03,0.8442,0.05,Evening Peak,65,68,10,0.1,100,100,Below Average
Bangalore,30-07-2024,1,12.9744841,77.54515342,8.94,Economy,Cloudy,Festival,UPI,0.731446,0.849735,1.18,181.98,23,0,90.01,925,91.21,0.943502,0.06,Night,80,57,15,0.1,100,100,Below Average
Delhi,31-12-2024,1,28.7091625,77.06417167,11.16,Economy,Stormy,Festival,UPI,0.96726,0.920864,1,146.6,3,0,91.98,808,94.09,0.859495,0.01,Morning Peak,100,48,25,0.3,100,100,Below Average
Hyderabad,14-12-2024,5,17.33785965,78.52520007,6.22,Economy,Rainy,Festival,Card,0.654323,0.681291,1.04,91.5,8,1,83.92,946,88.74,0.884048,0,Evening Peak,100,53,25,0.3,100,60,Below Average
Chennai,17-08-2024,5,13.11407928,80.29085694,7,Luxury,Stormy,Festival,Cash,0.393868,0.964721,1.86,199.02,18,1,97.87,811,96.11,0.856915,0.08,Evening Peak,100,92,25,0.3,100,100,Below Average
Mumbai,28-02-2025,4,19.02901571,72.85598651,15.03,Premium,Rainy,None,Card,0.844053,0.579744,1,220.36,12,0,86.79,609,88.65,0.779339,0.07,Afternoon,70,35,0,0.5,100,100,Below Average
Hyderabad,10-04-2024,2,17.40780412,78.45385126,1.45,Luxury,Rainy,Festival,Cash,0.324764,0.722046,1.6,72.08,20,0,81.1,930,86.47,0.8904,0.01,Evening Peak,100,83,25,0.3,100,0,Below Average
Hyderabad,24-11-2024,6,17.38772915,78.45526544,19.88,Premium,Clear,Concert,Cash,0.217391,0.98637,2.15,453.48,17,1,96.72,692,94.7,0.872243,0.1,Night,80,50,15,0.2,100,60,Below Average
Hyderabad,29-09-2024,6,17.39820508,78.51618487,19.24,Premium,Cloudy,Political Rally,UPI,0.737399,0.42284,1,205.16,14,1,83.87,716,88.71,0.868059,0,Afternoon,80,86,15,0.1,100,0,Below Average
